,movie_title,imdb_score,genres,director_name,plot_keywords,actors,movie_imdb_link,movie_titles
475,Frost/Nixon ,7.7,Drama,RonHoward,american president|political drama|scandal|u.s. president|washington post the newspaper,TobyJones|ClintHoward|OliverPlatt,http://www.imdb.com/title/tt0870111/?ref_=fn_tt_tt_1,Frost/Nixon
476,Malcolm X ,7.7,Biography|Drama|History|Romance,SpikeLee,african american|black history|civil rights|ku klux klan|nation of islam,DenzelWashington|DelroyLindo|AlFreemanJr.,http://www.imdb.com/title/tt0104797/?ref_=fn_tt_tt_1,Malcolm X
477,Stardust ,7.7,Adventure|Family|Fantasy|Romance,MatthewVaughn,king|magic|one word title|pirate|village,HenryCavill|DavidKelly|NathanielParker,http://www.imdb.com/title/tt0486655/?ref_=fn_tt_tt_1,Stardust
478,Minority Report ,7.7,Action|Mystery|Sci-Fi|Thriller,StevenSpielberg,future|murder|neo noir|washington d.c.|year 2054,TomCruise|FrankGrillo|JessicaCapshaw,http://www.imdb.com/title/tt0181689/?ref_=fn_tt_tt_1,Minority Report
479,Bloody Sunday ,7.7,Drama|History|War,PaulGreengrass,civil rights|irish|march|northern ireland|protest march,JamesNesbitt|NicholasFarrell|TimPigott-Smith,http://www.imdb.com/title/tt0280491/?ref_=fn_tt_tt_1,Bloody Sunday
480,Creed ,7.7,Drama|Sport,RyanCoogler,boxing|boxing match|fight|montage|philadelphia,SylvesterStallone|PhyliciaRashad|GrahamMcTavish,http://www.imdb.com/title/tt3076658/?ref_=fn_tt_tt_1,Creed
481,Rushmore ,7.7,Comedy|Drama,WesAnderson,coming of age|friendship|private school|student|teacher,BillMurray|ConnieNielsen|OliviaWilliams,http://www.imdb.com/title/tt0128445/?ref_=fn_tt_tt_1,Rushmore
482,Despicable Me ,7.7,Animation|Comedy|Family,PierreCoffin,girl|minion|moon|pyramid|white picket fence,SteveCarell|MirandaCosgrove|JackMcBrayer,http://www.imdb.com/title/tt1323594/?ref_=fn_tt_tt_1,Despicable Me
483,500 Days of Summer ,7.7,Comedy|Drama|Romance,MarcWebb,friend|greeting card|office|summer|true love,JosephGordon-Levitt|ChloëGraceMoretz|ZooeyDeschanel,http://www.imdb.com/title/tt1022603/?ref_=fn_tt_tt_1,500 Days of Summer
484,The Last Samurai ,7.7,Action|Drama|History|War,EdwardZwick,captain|emperor|honor|japan|samurai,TomCruise|TonyGoldwyn|ChadLindberg,http://www.imdb.com/title/tt0325710/?ref_=fn_tt_tt_1,The Last Samurai
485,True Grit ,7.7,Adventure|Drama|Western,EthanCoen,arkansas|murder|sheriff|texas ranger|u.s. marshal,MattDamon|JeffBridges|BruceGreen,http://www.imdb.com/title/tt1403865/?ref_=fn_tt_tt_1,True Grit
486,The Visual Bible: The Gospel of John ,7.7,Biography|Drama|History,PhilipSaville,1st century|based on the bible|miracle|religion|resurrection,HenryIanCusick|AlanVanSprang|ScottHandy,http://www.imdb.com/title/tt0377992/?ref_=fn_tt_tt_1,The Visual Bible: The Gospel of John
487,The Lady from Shanghai ,7.7,Crime|Drama|Film-Noir|Mystery|Thriller,OrsonWelles,law partner|murder|partner|seaman|yacht,RitaHayworth|EverettSloane|TeddeCorsia,http://www.imdb.com/title/tt0040525/?ref_=fn_tt_tt_1,The Lady from Shanghai
488,You Can Count on Me ,7.7,Drama,KennethLonergan,bank|car accident|cheating husband|new york|single mother,MatthewBroderick|RoryCulkin|GabyHoffmann,http://www.imdb.com/title/tt0203230/?ref_=fn_tt_tt_1,You Can Count on Me
489,Good Bye Lenin! ,7.7,Drama|Romance,WolfgangBecker,coma|east germany|german democratic republic|germany|heart attack,FlorianLukas|ChulpanKhamatova|BurghartKlaußner,http://www.imdb.com/title/tt0301357/?ref_=fn_tt_tt_1,Good Bye Lenin!
490,This Is England ,7.7,Crime|Drama,ShaneMeadows,england|racism|racist|skinhead|violence,StephenGraham|JosephGilgun|JackO'Connell,http://www.imdb.com/title/tt0480025/?ref_=fn_tt_tt_1,This Is England
491,Saw ,7.7,Horror|Mystery|Thriller,JamesWan,chained|flashback|killer|serial killer|surprise ending,MichaelEmerson|MonicaPotter|ShawneeSmith,http://www.imdb.com/title/tt0387564/?ref_=fn_tt_tt_1,Saw
492,The Secret of Kells ,7.7,Adventure|Animation|Family|Fantasy,TommMoore,barbarian|fairy|forest|monastery|unfinished book,SeanLennon|MickLally|EvanMcGuire,http://www.imdb.com/title/tt0485601/?ref_=fn_tt_tt_1,The Secret of Kells
493,Sense and Sensibility ,7.7,Drama|Romance,AngLee,1810s|female protagonist|horseback riding|inheritance|three word title,AlanRickman|KateWinslet|TomWilkinson,http://www.imdb.com/title/tt0114388/?ref_=fn_tt_tt_1,Sense and Sensibility
494,The Blind Side ,7.7,Biography|Drama|Sport,JohnLeeHancock,american football|based on true story|football star|high school football|left tackle,CatherineDyer|QuintonAaron|KimDickens,http://www.imdb.com/title/tt0878804/?ref_=fn_tt_tt_1,The Blind Side
495,Religulous ,7.7,Comedy|Documentary|War,LarryCharles,catholic|christian|jew|muslim|religion,BillMaher|TalBachman|SteveBurg,http://www.imdb.com/title/tt0815241/?ref_=fn_tt_tt_1,Religulous
496,Kick-Ass ,7.7,Action|Comedy,MatthewVaughn,comic book|female killer|hit in the crotch|narrated by character|reference to batman,ElizabethMcGovern|DeborahTwiss|MichaelRispoli,http://www.imdb.com/title/tt1250777/?ref_=fn_tt_tt_1,Kick-Ass
497,The Rocket: The Legend of Rocket Richard ,7.7,Biography|Drama|Sport,CharlesBinamé,fan|french canadian|hockey|hockey player|machinist,StephenMcHattie|RoyDupuis|JulieLeBreton,http://www.imdb.com/title/tt0460505/?ref_=fn_tt_tt_1,The Rocket: The Legend of Rocket Richard
498,Control ,7.7,Biography|Drama|Music,AntonCorbijn,band|employment agency|singer|stage fright|suicide,SamRiley|SamanthaMorton|AlexandraMariaLara,http://www.imdb.com/title/tt0421082/?ref_=fn_tt_tt_1,Control
499,Lolita ,7.7,Crime|Drama|Romance,StanleyKubrick,lolita|nymphet|older man young girl relationship|professor|writer,JamesMason|ShelleyWinters|LoisMaxwell,http://www.imdb.com/title/tt0056193/?ref_=fn_tt_tt_1,Lolita
500,Dogtown and Z-Boys ,7.7,Documentary|Sport,StacyPeralta,california|drought|playground|skateboarding|surfer,TonyAlva|JayAdams|JeffAment,http://www.imdb.com/title/tt0275309/?ref_=fn_tt_tt_1,Dogtown and Z-Boys
501,Watchmen ,7.7,Action|Drama|Mystery|Sci-Fi,ZackSnyder,conspiracy|cynicism|false promise of the american dream|male full frontal nudity|male nudity,MattFrewer|BillyCrudup|StephenMcHattie,http://www.imdb.com/title/tt0409459/?ref_=fn_tt_tt_1,Watchmen
502,A Very Long Engagement ,7.7,Drama|Mystery|Romance|War,Jean-PierreJeunet,court martial|death|girl|no man's land|soldier,DenisLavant|AndréDussollier|AlbertDupontel,http://www.imdb.com/title/tt0344510/?ref_=fn_tt_tt_1,A Very Long Engagement
503,Nowhere in Africa ,7.7,Biography|Drama,CarolineLink,breasts|farm|jew|kenya|tween girl,MerabNinidze|JulianeKöhler|MatthiasHabich,http://www.imdb.com/title/tt0161860/?ref_=fn_tt_tt_1,Nowhere in Africa
504,Seven Pounds ,7.7,Drama|Romance,GabrieleMuccino,boyfriend girlfriend relationship|heart|main character dies|organ donor|redemption,WillSmith|RosarioDawson|MadisonPettis,http://www.imdb.com/title/tt0814314/?ref_=fn_tt_tt_1,Seven Pounds
505,300 ,7.7,Action|Drama|Fantasy|War,ZackSnyder,battle|epic|greece|spartan|warrior,GerardButler|MichaelFassbender|VincentRegan,http://www.imdb.com/title/tt0416449/?ref_=fn_tt_tt_1,300
506,As Good as It Gets ,7.7,Comedy|Drama|Romance,JamesL.Brooks,dog|friendship|neighbor|unlikely friendship|writer,LupeOntiveros|YeardleySmith|ShirleyKnight,http://www.imdb.com/title/tt0119822/?ref_=fn_tt_tt_1,As Good as It Gets
507,The Machinist ,7.7,Drama|Thriller,BradAnderson,alienation|conscience|insomnia|paranoia|urban gothic,ChristianBale|JenniferJasonLeigh|RegE.Cathey,http://www.imdb.com/title/tt0361862/?ref_=fn_tt_tt_1,The Machinist
508,Sorcerer ,7.7,Adventure|Drama|Thriller,WilliamFriedkin,fire|jungle|money|oil drilling|truck,RoyScheider|JoeSpinell|Amidou,http://www.imdb.com/title/tt0076740/?ref_=fn_tt_tt_1,Sorcerer
509,Love Actually ,7.7,Comedy|Drama|Romance,RichardCurtis,aging rocker|christmas|love at first sight|minister|prime minister,ColinFirth|LiamNeeson|KrisMarshall,http://www.imdb.com/title/tt0314331/?ref_=fn_tt_tt_1,Love Actually
510,The Theory of Everything ,7.7,Biography|Drama|Romance,JamesMarsh,based on memoir|cambridge university|husband wife relationship|lou gehrig's disease|physicist,EddieRedmayne|EmilyWatson|SimonMcBurney,http://www.imdb.com/title/tt2980516/?ref_=fn_tt_tt_1,The Theory of Everything
511,Close Encounters of the Third Kind ,7.7,Drama|Sci-Fi,StevenSpielberg,alien|close encounter of the third kind|mothership|ufo|vision,BobBalaban|TeriGarr|MelindaDillon,http://www.imdb.com/title/tt0075860/?ref_=fn_tt_tt_1,Close Encounters of the Third Kind
512,Zombieland ,7.7,Adventure|Comedy|Horror|Sci-Fi,RubenFleischer,amusement park|on the road|zombie|zombie apocalypse|zombie spoof,EmmaStone|BillMurray|DerekGraf,http://www.imdb.com/title/tt1156398/?ref_=fn_tt_tt_1,Zombieland
513,Flipped ,7.7,Comedy|Drama|Romance,RobReiner,apology|falling in love|multiple perspectives|narrated by a girl|younger version of character,MadelineCarroll|RebeccaDeMornay|AidanQuinn,http://www.imdb.com/title/tt0817177/?ref_=fn_tt_tt_1,Flipped
514,A Room for Romeo Brass ,7.7,Comedy|Drama,ShaneMeadows,betrayal|family relationships|friendship|psychosis|stranger,BobHoskins|PaddyConsidine|ShaneMeadows,http://www.imdb.com/title/tt0202559/?ref_=fn_tt_tt_1,A Room for Romeo Brass
515,Brokeback Mountain ,7.7,Drama|Romance,AngLee,gay relationship|homosexuality|mountain|ranch|rodeo,JakeGyllenhaal|HeathLedger|AnneHathaway,http://www.imdb.com/title/tt0388795/?ref_=fn_tt_tt_1,Brokeback Mountain
516,Match Point ,7.7,Drama|Romance|Thriller,WoodyAllen,extramarital affair|infidelity|irony of fate|surprise ending|tennis,ScarlettJohansson|MarkGatiss|PenelopeWilton,http://www.imdb.com/title/tt0416320/?ref_=fn_tt_tt_1,Match Point
517,Iraq for Sale: The War Profiteers ,7.7,Documentary|War,RobertGreenwald,american politics|armed forces|political corruption|shady|war profiteer,ScottHelvenston|KatyHelvenston-Wettengal|DonnaZovko,http://www.imdb.com/title/tt0815181/?ref_=fn_tt_tt_1,Iraq for Sale: The War Profiteers
518,Gettysburg ,7.7,Drama|History|War,RonMaxwell,american civil war|battle|blood splatter|civil war|irish american,TomBerenger|WilliamMorganSheppard|JamesPatrickStuart,http://www.imdb.com/title/tt0107007/?ref_=fn_tt_tt_1,Gettysburg
519,The Barbarian Invasions ,7.7,Comedy|Crime|Drama|Mystery|Romance,DenysArcand,cancer|dying|friend|money|socialist,Marie-JoséeCroze|StéphaneRousseau|MarinaHands,http://www.imdb.com/title/tt0338135/?ref_=fn_tt_tt_1,The Barbarian Invasions
520,First Blood ,7.7,Action|Adventure|Drama,TedKotcheff,1980s|colonel|deputy|rambo|sheriff,SylvesterStallone|BrianDennehy|ChrisMulkey,http://www.imdb.com/title/tt0083944/?ref_=fn_tt_tt_1,First Blood
521,Mondays in the Sun ,7.7,Comedy|Drama,FernandoLeóndeAranoa,australia|bar|shipyard|siamese twins|tuna,LuisTosar|EnriqueVillén|AidaFolch,http://www.imdb.com/title/tt0319769/?ref_=fn_tt_tt_1,Mondays in the Sun
522,Taxi to the Dark Side ,7.7,Crime|Documentary|War,AlexGibney,afghanistan|detainee|guantanamo bay|taxi|torture,AlexGibney|GeorgeW.Bush|GregD'Agostino,http://www.imdb.com/title/tt0854678/?ref_=fn_tt_tt_1,Taxi to the Dark Side
523,Pierrot le Fou ,7.7,Crime|Drama|Romance,Jean-LucGodard,beach|money|on the run|party|smuggling,Jean-PaulBelmondo|AnnaKarina|GraziellaGalvani,http://www.imdb.com/title/tt0059592/?ref_=fn_tt_tt_1,Pierrot le Fou
524,Cast Away ,7.7,Adventure|Drama|Romance,RobertZemeckis,christmas|island|love|survival|talking to inanimate object,TomHanks|PaulSanchez|NickSearcy,http://www.imdb.com/title/tt0162222/?ref_=fn_tt_tt_1,Cast Away
525,Ray ,7.7,Biography|Drama|Music,TaylorHackford,1950s|1960s|racism|rhythm and blues|singer,BokeemWoodbine|CurtisArmstrong|HarryLennix,http://www.imdb.com/title/tt0350258/?ref_=fn_tt_tt_1,Ray
526,The Sweet Hereafter ,7.7,Drama,AtomEgoyan,anger|bus|child|lawyer|school,BruceGreenwood|SarahPolley|SimonBaker,http://www.imdb.com/title/tt0120255/?ref_=fn_tt_tt_1,The Sweet Hereafter
527,The Station Agent ,7.7,Comedy|Drama,TomMcCarthy,abandoned|depot|dwarf|newfoundland new jersey|train,PeterDinklage|JoeLoTruglio|PaulaGarcés,http://www.imdb.com/title/tt0340377/?ref_=fn_tt_tt_1,The Station Agent
528,Road to Perdition ,7.7,Crime|Drama|Thriller,SamMendes,1930s|blood|gun|on the run|revenge,TomHanks|JenniferJasonLeigh|LiamAiken,http://www.imdb.com/title/tt0257044/?ref_=fn_tt_tt_1,Road to Perdition
529,Ex Machina ,7.7,Drama|Mystery|Sci-Fi|Thriller,AlexGarland,artificial intelligence|robot|robot human relationship|turing test|video surveillance,ElinaAlminas|SonoyaMizuno|CoreyJohnson,http://www.imdb.com/title/tt0470752/?ref_=fn_tt_tt_1,Ex Machina
530,The Butterfly Effect ,7.7,Sci-Fi|Thriller,EricBress,blackout|child pornography|memory|surprise ending|time travel,LoganLerman|EricStoltz|CameronBright,http://www.imdb.com/title/tt0289879/?ref_=fn_tt_tt_1,The Butterfly Effect
531,Titanic ,7.7,Drama|Romance,JamesCameron,artist|love|ship|titanic|wet,LeonardoDiCaprio|KateWinslet|GloriaStuart,http://www.imdb.com/title/tt0120338/?ref_=fn_tt_tt_1,Titanic
532,Argo ,7.7,Biography|Drama|History|Thriller,BenAffleck,1970s|cia|f word|u.s. embassy|year 1979,CleaDuVall|ScootMcNairy|TateDonovan,http://www.imdb.com/title/tt1024648/?ref_=fn_tt_tt_1,Argo
533,The Social Network ,7.7,Biography|Drama,DavidFincher,competitiveness|creator|entrepreneur|facebook|intellectual property,AndrewGarfield|DustinFitzsimons|MarcellaLentz-Pope,http://www.imdb.com/title/tt1285016/?ref_=fn_tt_tt_1,The Social Network
534,The Fifth Element ,7.7,Action|Adventure|Sci-Fi,LucBesson,1910s|alien|artificially created woman|love|taxi driver,MillaJovovich|BruceWillis|GaryOldman,http://www.imdb.com/title/tt0119116/?ref_=fn_tt_tt_1,The Fifth Element
535,End of Watch ,7.7,Crime|Drama|Thriller,DavidAyer,lapd|police|police officer|south central los angeles|street gang,JakeGyllenhaal|AnnaKendrick|AmericaFerrera,http://www.imdb.com/title/tt1855199/?ref_=fn_tt_tt_1,End of Watch
536,Eastern Promises ,7.7,Crime|Mystery|Thriller,DavidCronenberg,male pubic hair|pubic hair|russian|sex scene|turkish bath,ViggoMortensen|NaomiWatts|RazaJaffrey,http://www.imdb.com/title/tt0765443/?ref_=fn_tt_tt_1,Eastern Promises
537,First Blood ,7.7,Action|Adventure|Drama,TedKotcheff,1980s|colonel|deputy|rambo|sheriff,SylvesterStallone|BrianDennehy|ChrisMulkey,http://www.imdb.com/title/tt0083944/?ref_=fn_tt_tt_1,First Blood
538,Dangerous Liaisons ,7.7,Drama|Romance,StephenFrears,catholic|corruption|emotional abuse|france|seduction,KeanuReeves|PeterCapaldi|SwoosieKurtz,http://www.imdb.com/title/tt0094947/?ref_=fn_tt_tt_1,Dangerous Liaisons
539,Shine ,7.7,Biography|Drama|Music|Romance,ScottHicks,abuse|australia|concert|pianist|piano,NoahTaylor|ArminMueller-Stahl|NicholasBell,http://www.imdb.com/title/tt0117631/?ref_=fn_tt_tt_1,Shine
540,A Hard Day's Night ,7.7,Comedy|Musical,RichardLester,boy|concert|drummer|manager|television,PaulMcCartney|RingoStarr|GeorgeHarrison,http://www.imdb.com/title/tt0058182/?ref_=fn_tt_tt_1,A Hard Day's Night
541,Adaptation. ,7.7,Comedy|Drama,SpikeJonze,book|orchid|screenwriter|thief|twin,NicolasCage|MerylStreep|RogerWillie,http://www.imdb.com/title/tt0268126/?ref_=fn_tt_tt_1,Adaptation.
542,The Muppet Christmas Carol ,7.7,Comedy|Drama|Family|Fantasy|Musical,BrianHenson,christmas|christmas eve|miser|muppet|scrooge,StevenMackintosh|JerryNelson|SteveWhitmire,http://www.imdb.com/title/tt0104940/?ref_=fn_tt_tt_1,The Muppet Christmas Carol
543,25th Hour ,7.7,Drama,SpikeLee,bar|dream|drug dealing|nightclub|widower,PhilipSeymourHoffman|RosarioDawson|AaronStanford,http://www.imdb.com/title/tt0307901/?ref_=fn_tt_tt_1,25th Hour
544,Billy Elliot ,7.7,Drama|Music,StephenDaldry,audition|ballet|boxing|miner|miners strike,JulieWalters|GaryLewis|JamieDraven,http://www.imdb.com/title/tt0249462/?ref_=fn_tt_tt_1,Billy Elliot
545,Y Tu Mamá También ,7.7,Adventure|Comedy|Drama|Romance,AlfonsoCuarón,beach|cleaning a swimming pool|male male kiss|mexico|on the road,MaribelVerdú|DanielGiménezCacho|MaríaAura,http://www.imdb.com/title/tt0245574/?ref_=fn_tt_tt_1,Y Tu Mamá También
546,Philadelphia ,7.7,Drama,JonathanDemme,aids|city name in title|gay|homophobia|lawyer,DenzelWashington|TomHanks|JasonRobards,http://www.imdb.com/title/tt0107818/?ref_=fn_tt_tt_1,Philadelphia
547,Dangerous Liaisons ,7.7,Drama|Romance,StephenFrears,catholic|corruption|emotional abuse|france|seduction,KeanuReeves|PeterCapaldi|SwoosieKurtz,http://www.imdb.com/title/tt0094947/?ref_=fn_tt_tt_1,Dangerous Liaisons
548,The Count of Monte Cristo ,7.7,Action|Adventure|Drama|Romance|Thriller,KevinReynolds,count|escape|island|revenge|sailor,HenryCavill|JamesFrain|MichaelWincott,http://www.imdb.com/title/tt0245844/?ref_=fn_tt_tt_1,The Count of Monte Cristo
549,Lady Vengeance ,7.7,Crime|Drama,Chan-wookPark,cake|christian|lesbian sex|oral sex|pregnant schoolgirl,Min-sikChoi|Yeong-aeLee|Hye-jeongKang,http://www.imdb.com/title/tt0451094/?ref_=fn_tt_tt_1,Lady Vengeance
550,Zodiac ,7.7,Crime|Drama|History|Mystery|Thriller,DavidFincher,cartoonist|reporter|serial killer|zodiac|zodiac killer,RobertDowneyJr.|JakeGyllenhaal|AnthonyEdwards,http://www.imdb.com/title/tt0443706/?ref_=fn_tt_tt_1,Zodiac
551,Signed Sealed Delivered ,7.7,Comedy|Drama,ScottSmith,fraud|postal worker|prison|theft|trial,EricMabius|DaphneZuniga|CrystalLowe,http://www.imdb.com/title/tt3000844/?ref_=fn_tt_tt_1,Signed Sealed Delivered
552,Star Trek II: The Wrath of Khan ,7.7,Action|Adventure|Sci-Fi,NicholasMeyer,jamming communications|planet|space station|taunt|trap,LeonardNimoy|KirstieAlley|NichelleNichols,http://www.imdb.com/title/tt0084726/?ref_=fn_tt_tt_1,Star Trek II: The Wrath of Khan
553,Fear and Loathing in Las Vegas ,7.7,Adventure|Comedy|Drama,TerryGilliam,american dream|convertible|drugs|journalist|lawyer,JohnnyDepp|MichaelJeter|EllenBarkin,http://www.imdb.com/title/tt0120669/?ref_=fn_tt_tt_1,Fear and Loathing in Las Vegas
554,Who Killed the Electric Car? ,7.7,Documentary,ChrisPaine,california|car|reference to ralph nader|technology|u.s. president,EdBegleyJr.|PhyllisDiller|ColetteDivine,http://www.imdb.com/title/tt0489037/?ref_=fn_tt_tt_1,Who Killed the Electric Car?
555,Training Day ,7.7,Crime|Drama|Thriller,AntoineFuqua,lapd|narc|narcotics|title spoken by character|training,DenzelWashington|SnoopDogg|TomBerenger,http://www.imdb.com/title/tt0139654/?ref_=fn_tt_tt_1,Training Day
556,Black Hawk Down ,7.7,Drama|History|War,RidleyScott,army|helicopter|somali|somalia|warlord,IoanGruffudd|SamShepard|EwenBremner,http://www.imdb.com/title/tt0265086/?ref_=fn_tt_tt_1,Black Hawk Down
557,Apollo 13 ,7.6,Adventure|Drama|History,RonHoward,cape kennedy|news footage|reference to christopher columbus|rocket|trapped in space,TomHanks|MikoHughes|KathleenQuinlan,http://www.imdb.com/title/tt0112384/?ref_=fn_tt_tt_1,Apollo 13
558,Enemy at the Gates ,7.6,Drama|History|War,Jean-JacquesAnnaud,battle|german|russian|sniper|stalingrad,BobHoskins|GabrielThomson|ClemensSchick,http://www.imdb.com/title/tt0215750/?ref_=fn_tt_tt_1,Enemy at the Gates
559,Lone Star ,7.6,Drama|Mystery,JohnSayles,father son relationship|interracial relationship|neo western|sheriff|texas,MatthewMcConaughey|CliftonJames|MiriamColon,http://www.imdb.com/title/tt0116905/?ref_=fn_tt_tt_1,Lone Star
560,Midnight Run ,7.6,Action|Comedy|Crime|Thriller,MartinBrest,accountant|bounty hunter|fbi|mafia|mob,RobertDeNiro|YaphetKotto|PhilipBakerHall,http://www.imdb.com/title/tt0095631/?ref_=fn_tt_tt_1,Midnight Run
561,The Wave ,7.6,Drama|Thriller,DennisGansel,autocracy|based on real events|dictatorship|germany|teacher,MaxRiemelt|ElyasM'Barek|JenniferUlrich,http://www.imdb.com/title/tt1063669/?ref_=fn_tt_tt_1,The Wave
562,Waiting for Guffman ,7.6,Comedy,ChristopherGuest,amateur theater|dentist|missouri|small town|travel agent,CatherineO'Hara|FredWillard|LarryMiller,http://www.imdb.com/title/tt0118111/?ref_=fn_tt_tt_1,Waiting for Guffman
563,Ice Age ,7.6,Adventure|Animation|Comedy|Family,ChrisWedge,baby|ice|ice age|sleeping|sloth,GoranVisnjic|StephenRoot|DenisLeary,http://www.imdb.com/title/tt0268380/?ref_=fn_tt_tt_1,Ice Age
564,Blow ,7.6,Biography|Crime|Drama,TedDemme,1960s|1970s|california|cocaine|wealth,JohnnyDepp|EthanSuplee|JordiMollà,http://www.imdb.com/title/tt0221027/?ref_=fn_tt_tt_1,Blow
565,The Omen ,7.6,Fantasy|Horror|Mystery,RichardDonner,ambassador|death|hospital|priest|stillborn child,LeeRemick|PatrickTroughton|BillieWhitelaw,http://www.imdb.com/title/tt0075005/?ref_=fn_tt_tt_1,The Omen
566,"Fat, Sick & Nearly Dead ",7.6,Documentary,JoeCross,fat|food|health|juice|obese,JoeCross|JoelFuhrman|AmyBadberg,http://www.imdb.com/title/tt1227378/?ref_=fn_tt_tt_1,"Fat, Sick & Nearly Dead"
567,The Book Thief ,7.6,Drama|War,BrianPercival,basement|book|girl|library|track,EmilyWatson|SophieNélisse|RogerAllam,http://www.imdb.com/title/tt0816442/?ref_=fn_tt_tt_1,The Book Thief
568,The Fisher King ,7.6,Comedy|Drama|Fantasy,TerryGilliam,friendship|holy grail|massacre|redemption|video store,JeffBridges|DavidHydePierce|HarryShearer,http://www.imdb.com/title/tt0101889/?ref_=fn_tt_tt_1,The Fisher King
569,Sicario ,7.6,Action|Crime|Drama|Mystery|Thriller,DenisVilleneuve,critically acclaimed|drug cartel|juarez mexico|u.s. mexico border|war on drugs,EdgarArreola|BernardoSaracino|DanielKaluuya,http://www.imdb.com/title/tt3397884/?ref_=fn_tt_tt_1,Sicario
570,Stranger Than Fiction ,7.6,Comedy|Drama|Fantasy|Romance,MarcForster,author|fate|novelist|professor|writer,WillFerrell|ChristianStolte|DannyRhodes,http://www.imdb.com/title/tt0420223/?ref_=fn_tt_tt_1,Stranger Than Fiction
571,Secondhand Lions ,7.6,Comedy|Drama|Family,TimMcCanlies,africa|eyeglasses|money|texas|veteran,HaleyJoelOsment|RobertDuvall|EmmanuelleVaugier,http://www.imdb.com/title/tt0327137/?ref_=fn_tt_tt_1,Secondhand Lions
572,The Piano ,7.6,Drama|Music|Romance,JaneCampion,adultery|daughter|male rear nudity|new zealand|piano,HollyHunter|IanMune|GenevièveLemon,http://www.imdb.com/title/tt0107822/?ref_=fn_tt_tt_1,The Piano
573,Batman ,7.6,Action|Adventure,TimBurton,city|dc comics|gotham|pantyhose|police,MichaelGough|JackPalance|WilliamHootkins,http://www.imdb.com/title/tt0096895/?ref_=fn_tt_tt_1,Batman
574,Kiss Kiss Bang Bang ,7.6,Comedy|Crime|Mystery,ShaneBlack,actor|detective sergeant|hotel|nightclub|thief,RobertDowneyJr.|CorbinBernsen|LarryMiller,http://www.imdb.com/title/tt0373469/?ref_=fn_tt_tt_1,Kiss Kiss Bang Bang
575,Les Misérables ,7.6,Drama|Musical|Romance,TomHooper,barricade|innkeeper|parole|rebellion|student,HughJackman|EddieRedmayne|AnneHathaway,http://www.imdb.com/title/tt1707386/?ref_=fn_tt_tt_1,Les Misérables
576,Lord of War ,7.6,Crime|Drama|Thriller,AndrewNiccol,1980s|arms dealer|immorality|ukrainian|warlord,NicolasCage|JeremyCrutchley|JaredBurke,http://www.imdb.com/title/tt0399295/?ref_=fn_tt_tt_1,Lord of War
577,Garden State ,7.6,Comedy|Drama|Romance,ZachBraff,actor|doctor|drugs|home|pain,ArmandoRiesco|MichaelWeston|JillFlint,http://www.imdb.com/title/tt0333766/?ref_=fn_tt_tt_1,Garden State
578,Thank You for Smoking ,7.6,Comedy|Drama,JasonReitman,cigarette smoking|lobbyist|political satire|reporter|tobacco industry,J.K.Simmons|CameronBright|ToddLouiso,http://www.imdb.com/title/tt0427944/?ref_=fn_tt_tt_1,Thank You for Smoking
579,Sherlock Holmes ,7.6,Action|Adventure|Crime|Mystery|Thriller,GuyRitchie,black magic|bridge construction|professor moriarty|scotland yard inspector|sherlock holmes,RobertDowneyJr.|EddieMarsan|RobertMaillet,http://www.imdb.com/title/tt0988045/?ref_=fn_tt_tt_1,Sherlock Holmes
580,Die Hard with a Vengeance ,7.6,Action|Adventure|Thriller,JohnMcTiernan,bomb|detective|new york city|police|terrorist,BruceWillis|AldisHodge|KevinChamberlin,http://www.imdb.com/title/tt0112864/?ref_=fn_tt_tt_1,Die Hard with a Vengeance
581,The Reader ,7.6,Drama|Romance,StephenDaldry,love|reading|teaching oneself to read|trial|war crime,KateWinslet|DavidKross|SusanneLothar,http://www.imdb.com/title/tt0976051/?ref_=fn_tt_tt_1,The Reader
582,Elling ,7.6,Comedy|Drama,PetterNæss,friendship|mental illness|poet|sex obsession|virgin,JørgenLanghelle|PerChristianEllefsen|SvenNordin,http://www.imdb.com/title/tt0279064/?ref_=fn_tt_tt_1,Elling
583,All or Nothing ,7.6,Drama,MikeLeigh,love|neighbor|single parent|supermarket|working class,LesleyManville|RuthSheen|GaryMcDonald,http://www.imdb.com/title/tt0286261/?ref_=fn_tt_tt_1,All or Nothing
584,A Few Good Men ,7.6,Drama|Thriller,RobReiner,cuba|guantanamo|lance corporal|lawyer|murder,TomCruise|DemiMoore|KevinPollak,http://www.imdb.com/title/tt0104257/?ref_=fn_tt_tt_1,A Few Good Men
585,Superbad ,7.6,Comedy,GregMottola,black comedy|bromance|party|school|teen comedy,EmmaStone|JoeLoTruglio|KevinCorrigan,http://www.imdb.com/title/tt0829482/?ref_=fn_tt_tt_1,Superbad
586,As It Is in Heaven ,7.6,Comedy|Drama|Music|Romance,KayPollak,amazing grace the hymn|choir|heart attack|hometown|skidding truck,MichaelNyqvist|FridaHallgren|Nils-AndersVallgårda,http://www.imdb.com/title/tt0382330/?ref_=fn_tt_tt_1,As It Is in Heaven
